id$$国标ID,name$$名称,direction$$方向 1-上行 2-下行,dir_name$$道路方向,region_id$$所在地市编码,region_name$$所在地市名称,lat$$纬度,lng$$经度,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,stake_num$$桩号,hex_code$$hex编码,reverse_gantry_hex$$反向门架的hex编码,"work_mode$$工作模式 1-路段门架,2-省界入口门架,3-省界出口门架,4-虚拟门架"
G000237012001020100,莱芜南虚-莱芜东枢纽收费门架,2,莱芜方向,370100,济南,36.18830000000000000,117.71852800000000000,S002637,S26莱泰高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K002+065,3D3A02,3C3A01,1
S002937002000110010,滨州南虚-高青北虚收费门架,1,台儿庄方向,370300,淄博,37.25554800000000000,117.96474300000000000,S002937,S29滨台高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K014+100,3C3107,3D3108,1
S720137001001020100,马场虚-孤岛虚收费门架,2,东营港方向,370500,东营,37.85647100000000000,118.73923400000000000,S720137,S7201东营港疏港高速,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,K029+450,3D3610,3C360B,1
S000137002000210020,茌平虚-茌平西虚收费门架,1,聊城方向,371500,聊城,36.54736000000000000,116.25021100000000000,S000137,S1济聊高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K056+750,3C1A01,3D1A14,1
S000137002001820180,聊城开发虚-茌平西虚收费门架,2,济南方向,371500,聊城,36.52987900000000000,116.20292400000000000,S000137,S1济聊高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K061+450,3D1A13,3C1A02,1
S000137001000310030,晏城虚-齐河西虚收费门架,1,聊城方向,371400,德州,36.70919900000000000,116.67122600000000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K014+350,3C1B03,3D1B06,1
S000137001001310010,潘店虚-高东济聊枢纽收费门架,1,聊城方向,371400,德州,36.60463279690000000,116.36714868600000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K045+600,3C1B13,3D1B14,1
S000137001001320020,高东济聊枢纽-潘店虚收费门架,2,济南方向,371400,德州,36.60865518000000000,116.37310440000000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K045+600,3D1B14,3C1B13,1
G000237010000820080,殷家村枢纽-市中虚收费门架,2,逆时针方向,370100,济南,36.57479600000000000,116.88870500000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K056+350,3D1C06,3C1C05,1
G000237013000510050,新泰西虚-新泰南虚收费门架,1,新泰方向,370900,泰安,35.93553800000000000,117.54392200000000000,S003137,S31泰新高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K057+750,3C1702,3D1705,1
G000237013002810260,新泰南虚-新汶枢纽收费门架,1,新泰方向,370900,泰安,35.84411600000000000,117.68854500000000000,S003137,S31泰新高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K075+171,3C172B,3D172C,1
G000237013002920270,新汶枢纽-新泰南虚收费门架,2,泰安方向,370900,泰安,35.84501591000000000,117.68702750000000000,S003137,S31泰新高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K075+171,3D172C,3C172B,1
G000237005000510050,竹园枢纽-临沂北虚收费门架,1,上海方向,371300,临沂,35.29676000000000000,118.25692100000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K608+420,3C1816,3D1803,1
G000237005000710070,临沂虚-京沪临北沂界收费门架,1,上海方向,371300,临沂,35.13290000000000000,118.25179100000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K627+660,3C1818,3D1801,1
G000237005001220120,青驼虚-孟良崮虚收费门架,2,北京方向,371300,临沂,35.52586100000000000,118.16151200000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K579+480,3D1805,3C1814,1
G000237005003110310,蒙阴西虚-蒙阴虚收费门架,1,上海方向,370900,泰安,35.70227900000000000,117.90885100000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K548+850,3C181A,3D181B,1
G000237006000210020,临沂南虚-临枣京沪枢纽收费门架,1,上海方向,371300,临沂,35.01534400000000000,118.21755700000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K639+770,3C1913,3D1908,1
G000237006000310030,临枣京沪枢纽-兰陵虚收费门架,1,上海方向,371300,临沂,34.88604000000000000,118.21218400000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K654+450,3C1914,3D1907,1
G000237006000410040,兰陵虚-郯城虚收费门架,1,上海方向,371300,临沂,34.84331000000000000,118.21336400000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K658+080,3C1915,3D1906,1
G000237006000710060,红花埠虚-京沪鲁苏收费门架,1,上海方向,371300,临沂,34.43491600000000000,118.35872000000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K707+550,3E1902,3F1903,3
G000237006000820240,京沪鲁苏-红花埠虚收费门架,2,北京方向,371300,临沂,34.43023000000000000,118.36566000000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K708+050,3F1903,3E1902,2
G000237006001120110,郯城虚-兰陵虚收费门架,2,北京方向,371300,临沂,34.84193600000000000,118.21385800000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K658+350,3D1906,3C1915,1
G000237006003110310,郯城虚-郯城南虚收费门架,1,上海方向,371300,临沂,34.61967600000000000,118.24977300000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K684+020,3C191D,3D191E,1
G000237006003310330,郯城南虚-红花埠虚收费门架,1,上海方向,371300,临沂,34.46409900000000000,118.31959500000000000,G000237,G2京沪高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K703+235,3C191F,3D1920,1
G000237014000910010,莱芜东枢纽-钢城枢纽收费门架,1,上海方向,370100,济南,36.17408100000000000,117.73777900000000000,G000237,G2京沪高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K486+963,3C8C07,3D8C08,1
G000237014001310010,钢城虚-新泰北虚收费门架,1,上海方向,370100,济南,36.02120000000000000,117.81362600000000000,G000237,G2京沪高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K506+045,3C8C0B,3D8C0C,1
G000237015001020020,博莱枢纽-新泰东虚收费门架,2,北京方向,370900,泰安,35.86726693500000000,117.83852271500000000,G000237,G2京沪高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K523+726,3D8D08,3C8D07,1
G002237003000620060,辛庄虚-鲁村虚收费门架,2,青岛方向,370100,济南,36.21277800000000000,117.96496600000000000,G002237,G22青兰高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K266+200,3D3D05,3C3D04,1
G002237003000720070,鲁村虚-沂源虚收费门架,2,青岛方向,370300,淄博,36.18189100000000000,118.01041700000000000,G002237,G22青兰高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K261+170,3D3D06,3C3D03,1
G002237002000110010,孟疃虚-杨庄虚收费门架,1,兰州方向,371300,临沂,36.04634900000000000,118.89551200000000000,G002237,G22青兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K173+450,3C3E01,3D3E08,1
G002237002000720070,马站枢纽-杨庄虚收费门架,2,青岛方向,371300,临沂,36.03030800000000000,118.84037500000000000,G002237,G22青兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K178+700,3D3E07,3C3E02,1
G002237001000410040,诸城虚-诸城枢纽收费门架,1,兰州方向,370700,潍坊,36.08234600000000000,119.37457400000000000,G002237,G22青兰高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K129+735,3C3F03,3D3F08,1
G002237001000920090,孟疃虚-诸城西虚收费门架,2,青岛方向,370700,潍坊,36.05665700000000000,119.19151100000000000,G002237,G22青兰高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K146+600,3D3F06,3C3F0B,1
G181337002000210020,留格庄虚-烟海威青枢纽收费门架,1,青岛方向,370600,烟台,36.77527700000000000,121.31296000000000000,G181337,G1813威青高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K101+620,3C4201,3D420F,1
G181337002000310030,烟海威青枢纽-海阳虚收费门架,1,青岛方向,370600,烟台,36.76631700000000000,121.22769200000000000,G181337,G1813威青高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K109+350,3C4202,3D420E,1
G181337002001420140,辛安虚-海阳西虚收费门架,2,威海方向,370600,烟台,36.67773200000000000,121.01343900000000000,G181337,G1813威青高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K130+950,3D420C,3C4204,1
G181337002001520150,海阳西虚-海阳虚收费门架,2,威海方向,370600,烟台,36.73367000000000000,121.13739100000000000,G181337,G1813威青高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K118+330,3D420D,3C4203,1
G181337001000310030,乳山西虚-留格庄虚收费门架,1,青岛方向,371000,威海,36.83596700000000000,121.41993000000000000,G181337,G1813威青高速,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,K089+400,3C4302,3D4210,1
G181337001000620060,乳山虚-乳山东虚收费门架,2,威海方向,371000,威海,36.89346600000000000,121.56168500000000000,G181337,G1813威青高速,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,K074+450,3D4306,3C4305,1
G002037007000410050,高唐虚-高邢青银枢纽收费门架,1,银川方向,371500,聊城,36.92386200000000000,116.21248900000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K422+150,3C0B1C,3D0B14,1
G002037007000710070,夏津虚-德商青银立交收费门架,1,银川方向,371400,德州,37.00965300000000000,116.00474400000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K443+000,3C0B1E,3D0B09,1
G002037007000920100,青银鲁冀-德商青银立交收费门架,2,青岛方向,371400,德州,37.02229800000000000,115.86578700000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K455+500,3F0B0C,3E0B0B,2
G151137001000610060,莒县东虚-莒县虚收费门架,1,兰考方向,371100,日照,35.45321300000000000,118.81350500000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K061+150,3C1D06,3D1D09,1
G151137001001220120,莒县东虚-龙山虚收费门架,2,日照方向,371100,日照,35.48989800000000000,118.99702600000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K043+750,3D1D0A,3C1D05,1
G151137001001320130,龙山虚-西湖虚收费门架,2,日照方向,371100,日照,35.48870900000000000,119.22057900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K022+850,3D1D0B,3C1D04,1
G151137002000410040,竹园枢纽-费县虚收费门架,1,兰考方向,371300,临沂,35.37473800000000000,117.98067600000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K139+700,3C1E04,3D1E0B,1
G151137002001320130,高里虚-沂南虚收费门架,2,日照方向,371300,临沂,35.39397000000000000,118.49161100000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K091+400,3D1E0D,3C1E02,1
G151137002001620080,泉林虚-平邑虚收费门架,2,日照方向,371300,临沂,35.45321800000000000,117.61389900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K174+750,3D1E0F,3C1E10,1
G151137002002310010,平邑枢纽-平邑东虚收费门架,1,兰考方向,371300,临沂,35.43092800000000000,117.77269200000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K159+806,3C1E1F,3D1E20,1
G151137003000310030,泗水虚-曲阜东虚收费门架,1,兰考方向,370800,济宁,35.54916100000000000,117.22011700000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K213+100,3C0802,3D0809,1
G151137003002220220,曲阜东虚-泗水虚收费门架,2,日照方向,370800,济宁,35.54903800000000000,117.21938100000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K213+150,3D0809,3C0802,1
G003537004000310030,郓城虚-菏泽枢纽收费门架,1,广州方向,371700,菏泽,35.40787600000000000,115.81994600000000000,G003537,G35济广高速,YG1,山东高速集团,YG109,山东高速菏泽发展有限公司,YG109  ,山东高速菏泽发展有限公司,K234+150,3C9304,3D9301,1
G003537004000720070,郓城虚-郓城南虚收费门架,2,济南方向,371700,菏泽,35.40761800000000000,115.81988100000000000,G003537,G35济广高速,YG1,山东高速集团,YG109,山东高速菏泽发展有限公司,YG109  ,山东高速菏泽发展有限公司,K213+440,3D9307,3C9303,1
G001837007000510050,荣乌潍日立交-寿光东虚收费门架,1,乌海方向,370700,潍坊,37.00809300000000000,119.00435200000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K405+410,3C4404,3D440B,1
G001837007001420140,潍坊北虚-昌邑虚收费门架,2,荣成方向,370700,潍坊,36.97563200000000000,119.19162700000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K388+200,3D440D,3C4402,1
S002637001000620060,莱芜西虚-莱芜南虚收费门架,2,莱芜方向,370100,济南,36.18430200000000000,117.68483800000000000,S002637,S26莱泰高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K005+150,3D3A08,3C3A03,1
G001837014001420100,沾化枢纽-沾化西虚收费门架,2,荣成方向,371600,滨州,37.72964300000000000,118.04895100000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K554+650,3D340E,3C340D,1
G001837011000420040,沾化东虚-利津虚收费门架,2,荣成方向,371600,滨州,37.72944200000000000,118.19335200000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K542+050,3D3604,3C3603,1
G001537008000210020,莱山虚-杜家疃虚收费门架,1,乌海方向,370600,烟台,37.43295200000000000,121.39710200000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K146+040,3C2502,3D250F,1
G001537008000310030,杜家疃虚-崇义虚收费门架,1,乌海方向,370600,烟台,37.44182900000000000,121.33880800000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K151+300,3C2503,3D250E,1
G001537008000810080,福山虚-大杨家枢纽收费门架,1,海口方向,370600,烟台,37.52647100000000000,121.20226500000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K418+500,3C2508,3D2509,1
G001537008001020100,八角枢纽-古现虚收费门架,2,荣成方向,370600,烟台,37.59143200000000000,121.10924900000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K179+350,3D250A,3C2507,1
G001837005000410030,蓬莱枢纽-蓬莱东虚收费门架,1,乌海方向,370600,烟台,37.63350600000000000,120.90347700000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K199+370,3C2604,3D260B,1
G001837005000610050,蓬莱西虚-黄城虚收费门架,1,乌海方向,370600,烟台,37.64295300000000000,120.66038300000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K221+450,3C2606,3D2609,1
G001837005001020080,龙口虚-龙港南立交收费门架,2,荣成方向,370600,烟台,37.54288500000000000,120.35664800000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K251+800,3D2608,3C2607,1
G001837005001520090,龙港南立交-黄城虚收费门架,2,荣成方向,370600,烟台,37.60642800000000000,120.46667300000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K239+530,3D260D,3C2602,1
G001837006000610060,莱州东虚-莱州虚收费门架,1,乌海方向,370600,烟台,37.19720600000000000,120.03638700000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K300+450,3C2707,3D270C,1
G001837006001620160,招远北虚-龙口虚收费门架,2,荣成方向,370600,烟台,37.47892700000000000,120.31487200000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K259+950,3D2711,3C2702,1
S008337001000420040,山亭南虚-枣庄东城虚收费门架,2,兰陵方向,370400,枣庄,34.89568900000000000,117.50358600000000000,S008337,S83枣庄连接线高速,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,K024+450,3D4602,3C0902,1
G001537007000820080,沈海鲁苏-汾水枢纽收费门架,2,沈阳方向,371100,日照,35.10425200000000000,119.25193000000000000,G001537,G15沈海高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K762+000,3F2208,3E2207,2
G001537007001120110,日照南虚-沈海日照疏港枢纽收费门架,2,沈阳方向,371100,日照,35.29998400000000000,119.36009700000000000,G001537,G15沈海高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K736+030,3D220B,3C2204,1
G001537001000210020,中桥虚-臧家庄虚收费门架,1,海口方向,370600,烟台,37.48691500000000000,121.02132600000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K435+350,3C2402,3D240F,1
G001537001000410040,沈海蓬栖枢纽-栖霞北虚收费门架,1,海口方向,370600,烟台,37.43213200000000000,120.88569900000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K449+180,3C2404,3D240D,1
G001537001000610060,栖霞虚-栖霞南虚收费门架,1,海口方向,370600,烟台,37.21645400000000000,120.69686900000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K478+900,3C2406,3D240B,1
G001537001000810080,莱阳虚-河头店虚收费门架,1,海口方向,370600,烟台,37.11674100000000000,120.61857000000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K492+050,3C2408,3D2409,1
G000237009000210020,机场枢纽-小许家枢纽收费门架,1,顺时针方向,370100,济南,36.77947000000000000,117.20447900000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K006+310,3C0D02,3D0D07,1
G000237009000410040,郭店虚-济南东虚收费门架,1,顺时针方向,370100,济南,36.69088900000000000,117.21149700000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K015+350,3C0D04,3D0D05,1
G000237009000520050,济南东虚-郭店虚收费门架,2,逆时针方向,370100,济南,36.68975600000000000,117.21183600000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K015+400,3D0D05,3C0D04,1
S001237001000110010,古城枢纽-无棣东虚收费门架,1,德州方向,371600,滨州,37.71103700000000000,117.74117400000000000,S001237,S12滨德高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K007+300,3C4801,3D4802,1
S001237002000110010,阳信虚-庆云虚收费门架,1,德州方向,371400,德州,37.70199800000000000,117.43109700000000000,S001237,S12滨德高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K035+900,3C4901,3D4914,1
S001237002001220120,德州北虚-德州北枢纽收费门架,2,滨州方向,371400,德州,37.50033800000000000,116.36650400000000000,S001237,S12滨德高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K137+100,3D490E,3C4907,1
G251637004000410040,德商高邢立交-临清虚收费门架,1,吕梁方向,371500,聊城,36.88094400000000000,115.80447200000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K296+240,3C4A04,3D4A09,1
G251637004000720070,临清虚-德商高邢立交收费门架,2,东营方向,371500,聊城,36.88076000000000000,115.80379400000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K296+294,3D4A09,3C4A04,1
S740137001000220020,荣乌莱州疏港枢纽-莱州港虚收费门架,2,莱州港方向,370600,烟台,37.36391800000000000,120.02059600000000000,S740137,S7401烟台莱州港区疏港高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K005+700,3D7404,3C7403,1
S740237001000420040,八角虚-烟台西港虚收费门架,2,北向,370600,烟台,37.65516300000000000,121.11149400000000000,S740237,S7402烟台西港区疏港高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K007+340,3D7408,3C7405,1
G000337003001020090,息陬枢纽-曲阜虚收费门架,2,北京方向,370800,济宁,35.57807693430000000,117.04947060300000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,K535+330,3D081E,3C0816,1
G000337003002520060,邹城北虚-息陬枢纽收费门架,2,北京方向,370800,济宁,35.48392495560000000,117.04198793500000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,K545+790,3D081F,3C0824,1
G000337008000210020,滕州虚-滕州南虚收费门架,1,台北方向,370400,枣庄,35.13211600000000000,117.19146300000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K588+100,3C0916,3D091A,1
G000337008000610080,峄城虚-京台鲁苏虚收费门架,1,台北方向,370400,枣庄,34.59400000000000000,117.42000000000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K653+370,3E0911,3F0912,3
G000337008000920090,京台鲁苏虚-峄城虚收费门架,2,北京方向,370400,枣庄,34.58800000000000000,117.42100000000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K653+900,3F0912,3E0911,2
G000337008002820010,枣庄北枢纽-滕州南虚收费门架,2,北京方向,370400,枣庄,34.98135400000000000,117.21808600000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K605+350 ,3D0922,3C091E,1
G000337008002920010,枣庄虚-枣庄北枢纽收费门架,2,北京方向,370400,枣庄,34.85403600000000000,117.26181300000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K620+120 ,3D0921,3C0920,1
G000337008003220010,临枣京台枢纽-微山湖虚收费门架,2,北京方向,370400,枣庄,34.70308700000000000,117.32836300000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K638+500 ,3D0929,3C0928,1
G000337002000210020,满庄虚-宁阳东虚收费门架,1,台北方向,370900,泰安,36.00500000000000000,117.10418500000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,K485+700,3C0A0C,3D0A07,1
G000337002001110050,宁阳东虚-磁窑枢纽收费门架,1,台北方向,370900,泰安,35.89275300000000000,117.07274300000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,K501+500,3C0A12,3D0A13,1
S008337003000110010,木石虚-滕州南虚收费门架,1,滕州方向,370400,枣庄,35.00400000000000000,117.21800000000000000,S008337,S83枣庄连接线高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K050+063,3C9401,3D9402,1
S001137001000910090,海阳北虚-烟海威青枢纽收费门架,1,海阳方向,370600,烟台,36.87126400000000000,121.30606400000000000,S001137,S11烟海高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,K067+550,3C2516,3D2517,1
S001137001001920190,烟台南虚-烟海荣乌枢纽收费门架,2,烟台方向,370600,烟台,37.30161500000000000,121.44681300000000000,S001137,S11烟海高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,K016+300,3D251C,3C2511,1
G002537002000310030,青州虚-青州南虚收费门架,1,深圳方向,370700,潍坊,36.70800400000000000,118.58147300000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1423+600,3C5010,3D500C,1
G002537002000710070,沂山虚-马站枢纽收费门架,1,深圳方向,370700,潍坊,36.22220400000000000,118.71267900000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1480+951,3C500F,3D5008,1
